Program Code,Account Owner,Location Account Number,Account ID (18 char),Combined,Location: Account Name,SAP Account Name 2,Location Address,SAP Customer Group 5 Desc,Approval Status,SAP Sales Office Desc,Approval Date,Active Account,Marketing Solution: Marketing Solutions,Primary Industry,SAP Sales Group Desc
CY24-LOYALTY,John Snyder,P4033048,0011S0000181GmkQAE,"JT's USED TIRES2725 Avenue H, Rosenberg, TX 77471 US",JT's USED TIRES,,"2725 Avenue H, Rosenberg, TX 77471 US",,Approved,CPS Channel Partners,"2/7/2024, 2:58 PM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,EAST
CY24-LOYALTY,Steve Addleman,0000692527,0013700000X4JuoAAF,"HEARTLAND TIRE INC4111 CEDAR ST, MONTICELLO, MN 55362 US",HEARTLAND TIRE INC,DBA GALAXY AUTO AND TIRE CENTERS,"4111 CEDAR ST, MONTICELLO, MN 55362 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000685817,0013700000BBbJNAA1,"HEARTLAND TIRE INC305 HOOVER RD, VIRGINIA, MN 55792 US",HEARTLAND TIRE INC,DBA GALAXY AUTO AND TIRE CENTERS,"305 HOOVER RD, VIRGINIA, MN 55792 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000658273,0013700000ASJMfAAP,"HEARTLAND TIRE INC12671 HWY 27 WEST, LITTLE FALLS, MN 56345 US",HEARTLAND TIRE INC,DBA GALAXY AUTO AND TIRE CENTERS,"12671 HWY 27 WEST, LITTLE FALLS, MN 56345 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000662137,0013700000ASGqCAAX,"HEARTLAND TIRE INC7151 RIVERDALE DR NW, RAMSEY, MN 55303 US",HEARTLAND TIRE INC,DBA GALAXY AUTO AND TIRE CENTERS,"7151 RIVERDALE DR NW, RAMSEY, MN 55303 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000681633,0013700000ARxb1AAD,"HEARTLAND TIRE INC3821 ROOSEVELT RD, SAINT CLOUD, MN 56301 US",HEARTLAND TIRE INC,DBA GALAXY AUTO AND TIRE CENTERS,"3821 ROOSEVELT RD, SAINT CLOUD, MN 56301 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000706586,0011S000014fw8IQAQ,"HEARTLAND TIRE INC12145 TAMIAMI TRAIL S, NORTH PORT, FL 34287 US",HEARTLAND TIRE INC,DBA GALAXY AUTO AND TIRE CENTERS,"12145 TAMIAMI TRAIL S, NORTH PORT, FL 34287 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000660956,0013700000ASJGzAAP,"HEARTLAND TIRE CORPORATION10087 DOGWOOD ST NW, COON RAPIDS, MN 55448 US",HEARTLAND TIRE CORPORATION,DBA GALAXY AUTO AND TIRE CENTERS,"10087 DOGWOOD ST NW, COON RAPIDS, MN 55448 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/21/2023, 12:20 PM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717649,0011S00001EflofQAB,"HEARTLAND TIRE INC110 S 25TH ST, FORT DODGE, IA 50501 US",HEARTLAND TIRE INC,HEARTLAND TIRE FT DODGE,"110 S 25TH ST, FORT DODGE, IA 50501 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717647,0011S00001EflmOQAR,"HEARTLAND TIRE INC130 1ST ST, MASON CITY, IA 50401 US",HEARTLAND TIRE INC,HEARTLAND TIRE MASON CITY,"130 1ST ST, MASON CITY, IA 50401 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717646,0011S00001EflmEQAR,"HEARTLAND TIRE INC950 N STATE ST, FAIRMONT, MN 56031 US",HEARTLAND TIRE INC,HEARTLAND TIRE FAIRMONT,"950 N STATE ST, FAIRMONT, MN 56031 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717645,0011S00001Eflg3QAB,"HEARTLAND TIRE INC3480 GORDON DR, SIOUX CITY, IA 51105 US",HEARTLAND TIRE INC,HEARTLAND TIRE SIOUX CITY,"3480 GORDON DR, SIOUX CITY, IA 51105 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717644,0011S00001EflftQAB,"HEARTLAND TIRE INC1905 HWY BLVD, SPENCER, IA 51301 US",HEARTLAND TIRE INC,HEARTLAND TIRE SPENCER,"1905 HWY BLVD, SPENCER, IA 51301 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717643,0011S00001EflcaQAB,"HEARTLAND TIRE INC401 FLINDT DR, STORM LAKE, IA 50588 US",HEARTLAND TIRE INC,HEARTLAND TIRE STORM LAKE,"401 FLINDT DR, STORM LAKE, IA 50588 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717642,0011S00001EflN1QAJ,"HEARTLAND TIRE INC1999 E OXFORD ST, WORTHINGTON, MN 56187 US",HEARTLAND TIRE INC,HEARTLAND TIRE WORTHINGTON,"1999 E OXFORD ST, WORTHINGTON, MN 56187 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000717648,0011S00001EfTXHQA3,"HEARTLAND TIRE INC807 FAIRVIEW ST, MARSHALL, MN 56258 US",HEARTLAND TIRE INC,HEARTLAND TIRE MARSHALL,"807 FAIRVIEW ST, MARSHALL, MN 56258 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000707896,0011S0000154lUaQAI,"HEARTLAND TIRE INC1120 146TH ST, BURNSVILLE, MN 55337 US",HEARTLAND TIRE INC,HEARTLAND TIRE BURNSVILLE,"1120 146TH ST, BURNSVILLE, MN 55337 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000700631,0011S00000nEQT6QAO,"HEARTLAND TIRE INC1835 DIFFLEY RD, EAGAN, MN 55122 US",HEARTLAND TIRE INC,HEARTLAND TIRE EAGAN,"1835 DIFFLEY RD, EAGAN, MN 55122 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:00 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000690223,0013700000OckQ6AAJ,"HEARTLAND TIRE INC3801 EAGLE CREEK BLVD, SHAKOPEE, MN 55379 US",HEARTLAND TIRE INC,HEARTLAND TIRE SHAKOPEE,"3801 EAGLE CREEK BLVD, SHAKOPEE, MN 55379 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000658272,0013700000ASKFGAA5,"HEARTLAND TIRE INC802 ASH AVE, WADENA, MN 56482 US",HEARTLAND TIRE INC,HEARTLAND TIRE WADENA,"802 ASH AVE, WADENA, MN 56482 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000661046,0013700000ASJJBAA5,"HEARTLAND TIRE INC4309 85TH AVE N, BROOKLYN PARK, MN 55443 US",HEARTLAND TIRE INC,HEARTLAND TIRE BROOKLYN PARK,"4309 85TH AVE N, BROOKLYN PARK, MN 55443 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000662142,0013700000ASJCTAA5,"HEARTLAND TIRE INC11438 JEFFERSON CT N, CHAMPLIN, MN 55316 US",HEARTLAND TIRE INC,HEARTLAND TIRE CHAMPLIN,"11438 JEFFERSON CT N, CHAMPLIN, MN 55316 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000660590,0013700000ASJBVAA5,"HEARTLAND TIRE INC1807 S BROADWAY, NEW ULM, MN 56073 US",HEARTLAND TIRE INC,HEARTLAND TIRE NEW ULM,"1807 S BROADWAY, NEW ULM, MN 56073 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000661056,0013700000ASJ5UAAX,"HEARTLAND TIRE INC1111 81ST AVE NE, SPRING LAKE PARK, MN 55432 US",HEARTLAND TIRE INC,HEARTLAND TIRE SLP,"1111 81ST AVE NE, SPRING LAKE PARK, MN 55432 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000647793,0013700000ASF4TAAX,"HEARTLAND TIRE INC501 W WASHINGTON, BRAINERD, MN 56401 US",HEARTLAND TIRE INC,HEARTLAND TIRE BRAINERD,"501 W WASHINGTON, BRAINERD, MN 56401 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000680648,0013700000ARxnkAAD,"HEARTLAND TIRE INC13961 S HIGHWAY 13, SAVAGE, MN 55378 US",HEARTLAND TIRE INC,HEARTLAND TIRE SAVAGE,"13961 S HIGHWAY 13, SAVAGE, MN 55378 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000680664,0013700000ARxnWAAT,"HEARTLAND TIRE INC7101 W OLD SHAKOPEE RD, BLOOMINGTON, MN 55438 US",HEARTLAND TIRE INC,HEARTLAND TIRE BLOOMINGTOM,"7101 W OLD SHAKOPEE RD, BLOOMINGTON, MN 55438 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"12/27/2023, 10:01 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000710509,0011S000016l1FTQAY,"BEST ONE OF NAPPANEE3000 WEST MARKET STREET, NAPPANEE, IN 46550 US",BEST ONE OF NAPPANEE,,"3000 WEST MARKET STREET, NAPPANEE, IN 46550 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000709845,0011S000016jUgSQAU,"BEST ONE OF LAFAYETTE732 NAVCO, LAFAYETTE, IN 47905 US",BEST ONE OF LAFAYETTE,,"732 NAVCO, LAFAYETTE, IN 47905 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000710485,0011S000016kugIQAQ,"BEST ONE OF INDY - RICHMOND100 NORTH 7TH STREET, RICHMOND, IN 47374 US",BEST ONE OF INDY - RICHMOND,,"100 NORTH 7TH STREET, RICHMOND, IN 47374 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000707196,0011S0000152PVFQA2,"BEST ONE OF INDY - NOBLESVILLE17016 CLOVER ROAD, NOBLESVILLE, IN 46060 US",BEST ONE OF INDY - NOBLESVILLE,,"17016 CLOVER ROAD, NOBLESVILLE, IN 46060 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000697579,0011S00000elDChQAM,"BEST ONE OF INDY - COLUMBUS2304 HAWCREEK, COLUMBUS, IN 47201 US",BEST ONE OF INDY - COLUMBUS,,"2304 HAWCREEK, COLUMBUS, IN 47201 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000690479,0013700000PzC5xAAF,"BEST ONE KANKAKEE1370 N HOBBIE AVE, KANKAKEE, IL 60901 US",BEST ONE KANKAKEE,,"1370 N HOBBIE AVE, KANKAKEE, IL 60901 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Zachary Keyes,0000712911,0011S0000194cHcQAI,"JAMIE'S TIRE NORTHRIDGE6104 NORTH DIXIE DRIVE, DAYTON, OH 45414 US",JAMIE'S TIRE NORTHRIDGE,,"6104 NORTH DIXIE DRIVE, DAYTON, OH 45414 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"2/26/2024, 10:31 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Zachary Keyes,0000619527,0013700000ASKgRAAX,"JAMIE'S TIRE AND SERVICE31 S BROAD ST, FAIRBORN, OH 45324 US",JAMIE'S TIRE AND SERVICE,,"31 S BROAD ST, FAIRBORN, OH 45324 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"1/3/2024, 11:44 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Zachary Keyes,0000619590,0013700000ASIbvAAH,"JAMIE'S TIRE AND SERVICE213 W MAIN ST, XENIA, OH 45385 US",JAMIE'S TIRE AND SERVICE,,"213 W MAIN ST, XENIA, OH 45385 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"1/3/2024, 11:44 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Zachary Keyes,0000619587,0013700000ASE3mAAH,"JAMIE'S TIRE AND SERVICE2276 GRANGE HALL RD, BEAVERCREEK, OH 45431 US",JAMIE'S TIRE AND SERVICE,,"2276 GRANGE HALL RD, BEAVERCREEK, OH 45431 US",GOODYEAR TSN,Approved,IC DIRECT SALES,"1/3/2024, 11:44 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000690451,0013700000MVlBnAAL,"BEST ONE TIRE2651 N 900 EAST RD, ASHKUM, IL 60911 US",BEST ONE TIRE,BEST ONE TIRE & SERVICE OF ASHKUM,"2651 N 900 EAST RD, ASHKUM, IL 60911 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:42 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000606351,0013700000ARwbaAAD,"BEST ONE TIRE AND SERVICE OF13912 BEST ONE DR, BREESE, IL 62230 US",BEST ONE TIRE AND SERVICE OF,CLINTON CO INC,"13912 BEST ONE DR, BREESE, IL 62230 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:42 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000676851,0013700000ARxpcAAD,"BEST ONE TIRE AND SERVICE OF OWENSB3300 WAREHOUSE ROAD, OWENSBORO, KY 42301 US",BEST ONE TIRE AND SERVICE OF OWENSB,,"3300 WAREHOUSE ROAD, OWENSBORO, KY 42301 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:42 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000699843,0011S00000lVls7QAC,"BEST ONE TIRE & SERVICE1605 W BROADWAY ST, PRINCETON, IN 47670 US",BEST ONE TIRE & SERVICE,SOUTHERN INDIANA TIRE,"1605 W BROADWAY ST, PRINCETON, IN 47670 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:40 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000701314,0011S00000s6C4tQAE,"BEST ONE TIRE & SERVICE1255 NEBO ROAD, MADISONVILLE, KY 42431 US",BEST ONE TIRE & SERVICE,SOUTHERN INDIANA TIRE INC,"1255 NEBO ROAD, MADISONVILLE, KY 42431 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:40 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000037446,0013700000AS6VCAA1,"BEST ONE TIRE & SERVICE130 S COMMERCIAL, HARRISBURG, IL 62946 US",BEST ONE TIRE & SERVICE,SOUTHERN ILLINOIS TIRE,"130 S COMMERCIAL, HARRISBURG, IL 62946 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:40 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000692007,0013700000UsxJaAAJ,"MONTEITH TIRE W BEARDSLEY1642 W BEARDSLEY, ELKHART, IN 46514 US",MONTEITH TIRE W BEARDSLEY,,"1642 W BEARDSLEY, ELKHART, IN 46514 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000707072,0011S0000151aJRQAY,"MONTEITH TIRE TRUCK AND FARM1021 N GREENE RD, GOSHEN, IN 46526 US",MONTEITH TIRE TRUCK AND FARM,,"1021 N GREENE RD, GOSHEN, IN 46526 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000699480,0011S00000knJ0eQAE,"MONTEITH TIRE GREENE1021 N GREEN ROAD, GOSHEN, IN 46526 US",MONTEITH TIRE GREENE,,"1021 N GREEN ROAD, GOSHEN, IN 46526 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000656448,0013700000ASJaaAAH,"MONTEITH TIRE COMPANYWARSAW, IN 46581-0957 US",MONTEITH TIRE COMPANY,,"WARSAW, IN 46581-0957 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000656455,0013700000ASJ2SAAX,"MONTEITH TIRE COMPANY INC1606 N DETROIT ST, WARSAW, IN 46580 US",MONTEITH TIRE COMPANY INC,MONTEITH'S BEST ONE TIRE AND AUTO,"1606 N DETROIT ST, WARSAW, IN 46580 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000680810,0013700000ARxnvAAD,"MONTEITH TIRE - ELKHART NORTH2503 CASSOPOLIS ST, ELKHART, IN 46514 US",MONTEITH TIRE - ELKHART NORTH,,"2503 CASSOPOLIS ST, ELKHART, IN 46514 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000337828,0013700000ASDuRAAX,"MONTEITH TIRE WAKARUSA66465 STATE ROAD 19, WAKARUSA, IN 46573 US",MONTEITH TIRE WAKARUSA,,"66465 STATE ROAD 19, WAKARUSA, IN 46573 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000337827,0013700000ASDuPAAX,"MONTEITH CARAGANA2613 CARAGANA CT, GOSHEN, IN 46526 US",MONTEITH CARAGANA,,"2613 CARAGANA CT, GOSHEN, IN 46526 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000431330,0013700000ARxH9AAL,"MONTEITH MIDDLEBURY132 ORPHA DR, MIDDLEBURY, IN 46540-9702 US",MONTEITH MIDDLEBURY,,"132 ORPHA DR, MIDDLEBURY, IN 46540-9702 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:37 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000037465,0013700000AS6VFAA1,"BEST ONE TIRE141 N GARDEN MILE RD, HENDERSON, KY 42420 US",BEST ONE TIRE,,"141 N GARDEN MILE RD, HENDERSON, KY 42420 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000527530,0013700000AS6BMAA1,"BEST ONE TIRE1708 E MAIN ST, ROBINSON, IL 62454 US",BEST ONE TIRE,,"1708 E MAIN ST, ROBINSON, IL 62454 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000037461,0013700000AS6VIAA1,"BEST ONE TIRE OF EVANSVILLE1241 TUTOR LN, EVANSVILLE, IN 47715 US",BEST ONE TIRE OF EVANSVILLE,,"1241 TUTOR LN, EVANSVILLE, IN 47715 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000447207,0013700000ASDrvAAH,"BEST ONE TIRE AND SERVICE7800 FRUITWOOD LN, NEWBURGH, IN 47630 US",BEST ONE TIRE AND SERVICE,,"7800 FRUITWOOD LN, NEWBURGH, IN 47630 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000708877,0011S000015imsJQAQ,"RILEY PARK TIRE - BEST ONE INDY801 E MAIN ST, GREENFIELD, IN 46140 US",RILEY PARK TIRE - BEST ONE INDY,ATTN DOT,"801 E MAIN ST, GREENFIELD, IN 46140 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:51 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000348147,0013700000ASErEAAX,"BEST ONE OF INDY - KOKOMO1718 E HAVENS ST, KOKOMO, IN 46901-3176 US",BEST ONE OF INDY - KOKOMO,ATTN DOT,"1718 E HAVENS ST, KOKOMO, IN 46901-3176 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000339361,0013700000AS5QxAAL,"BEST ONE OF INDY - GREENWOOD7561 SHELBY ST, INDIANAPOLIS, IN 46227 US",BEST ONE OF INDY - GREENWOOD,ATTN DOT,"7561 SHELBY ST, INDIANAPOLIS, IN 46227 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000339358,0013700000ARxLQAA1,"BEST ONE OF INDY - CARMEL1111 AAA WAY, CARMEL, IN 46032 US",BEST ONE OF INDY - CARMEL,ATTN DOT,"1111 AAA WAY, CARMEL, IN 46032 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000339084,0013700000AS1wQAAT,"BEST ONE OF INDY - AVON7309 E US HWY 36, AVON, IN 46123 US",BEST ONE OF INDY - AVON,ATTN DOT,"7309 E US HWY 36, AVON, IN 46123 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000339357,0013700000AS1hIAAT,"BEST ONE OF INDY - 86TH5420 W 86TH ST, INDIANAPOLIS, IN 46268 US",BEST ONE OF INDY - 86TH,ATTN DOT,"5420 W 86TH ST, INDIANAPOLIS, IN 46268 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000339362,0013700000ARxLbAAL,"BEST ONE OF INDY - 82ND6362 E 82ND ST, INDIANAPOLIS, IN 46250 US",BEST ONE OF INDY - 82ND,ATTN DOT,"6362 E 82ND ST, INDIANAPOLIS, IN 46250 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
CY24-LOYALTY,Steve Addleman,0000339356,0013700000ARxLZAA1,"BEST ONE OF INDY - 62ND2646 E 62ND ST, INDIANAPOLIS, IN 46220 US",BEST ONE OF INDY - 62ND,ATTN DOT,"2646 E 62ND ST, INDIANAPOLIS, IN 46220 US",BEST ONE,Approved,IC DIRECT SALES,"1/3/2024, 11:32 AM",Yes,VPERK$ 2024 Loyalty Program,Tire Store,MIDATLANTIC
